studyYear,replicate,plotNumber,rowNumber,colNumber,Chalky seeds|LSU_01:0000107,Days to heading|LSU_01:0000130,Grain length average|LSU_01:0000102,Grain length-width ratio average|LSU_01:0000105,Grain whiteness average|LSU_01:0000106,Grain width average|LSU_01:0000103,Harvest moisture|LSU_01:0000136,Harvest weight|LSU_01:0000137,Lodging|LSU_01:0000135,Plant height|LSU_01:0000132,Plot stand near flood|LSU_01:0000133,Ratoon moisture|LSU_01:0000139,Ratoon weight|LSU_01:0000140,Ratoon yield|LSU_01:0000141,Seedling vigor|LSU_01:0000131,Total milling percentage|LSU_01:0000101,Whole milling percentage|LSU_01:0000100,Yield
2023,1,14,5,2,20.9,98,6.04,2.29,42.3,2.64,13.1,14.91,0,82,7,22.3,2.11,1242.16721,9,68.95,57.9,9816.891848
2023,1,20,7,2,7.3,101,6.93,3.32,29.7,2.09,14.1,12.56,0,95,7,14.8,6.41,4137.844928,3,70.7,66.38,8174.465962
2023,1,17,6,2,18.3,103,6.72,3.1,43.9,2.17,22,14.71,0,104,7,31.5,3.03,1572.569276,3,67.16,52.14,8693.283884
2023,1,9,3,3,36.1,98,6.43,3.08,49.3,2.09,15.1,14.64,0,100,7,21.9,2.71,1603.603189,3,64.43,46.42,9417.277186
2023,1,13,5,1,26.9,95,6.48,2.95,46.8,2.2,12,14.78,0,90,9,15.1,3.68,2367.184429,1,69.61,57.39,9854.479554
2023,1,21,7,3,13,98,5.99,2.34,40.5,2.56,14.8,15.39,0,99,7,16.6,3.62,2287.447882,3,72.08,64.45,9934.701006
2023,1,3,1,3,22.5,95,6.33,3,46.8,2.11,7.68,13.64,0,85,5,12.1,6.14,4089.157447,3,67.97,47.51,9540.843073
2023,1,25,9,1,32.4,96,6.44,2.85,45.6,2.26,12.1,16.64,0,95,7,16.2,4.95,3142.865561,9,69.38,57.98,11082.01627
2023,1,18,6,1,18.2,99,7.07,3.11,42.8,2.27,13.9,15.12,0,97,7,19.5,4.29,2616.554344,3,69.36,56.5,9863.510907
2023,1,7,3,1,23.4,101,6.25,2.49,43,2.51,15.7,15.87,0,93,,17.3,3.87,2424.895687,3,68.65,61.74,10136.3381
2023,1,16,6,3,22.6,98,6.11,2.58,45.4,2.37,14.8,17.22,0,94,7,18.8,3.94,2423.978914,3,68.79,59.36,11116.02023
2023,1,1,1,1,47,95,6.45,2.91,48.8,2.22,10.4,13.62,0,84,7,13.7,6.67,4361.272431,1,69.36,36.73,9246.166374
2023,1,11,4,2,18,97,6.76,3.23,43.9,2.09,12.3,14.25,0,84,7,21.4,6.05,3602.919072,3,72.19,61.75,9468.714987
2023,1,15,5,3,19.8,96,5.74,2.26,43,2.54,16.3,11.25,0,96,7,15,5.38,3464.796946,3,69.95,62.94,7134.352557
2023,1,4,2,3,17.2,102,6.4,2.91,45.6,2.2,16,8.84,0,91,1,14.2,1.17,760.5884676,3,69.04,58.8,5626.108944
2023,2,44,15,2,15.8,97,6.81,3.08,41,2.21,12,13.02,0,97,7,13.2,7.92,5208.605837,3,72.41,62.27,8681.009729
2023,2,49,17,1,14,102,6.85,3.33,38.2,2.06,19.4,13.8,0,100,5,22.6,3.45,2023.189872,5,70.07,61.95,8427.34386
2023,2,36,12,1,25.5,101,7,3.37,45.1,2.08,17.9,14.46,0,103,7,23,5.14,2998.682124,3,67.73,50.57,8994.728037
2023,2,27,9,3,44.9,97,6.62,2.9,,2.28,15.6,14.88,0,92,7,13.8,5.15,3363.497285,3,71.42,62.79,9515.288586
2023,2,42,14,1,28.3,96,6.58,2.94,45.4,2.24,12.8,15.11,0,90,7,15.1,5,3216.283192,3,70.71,59.64,9982.918736
2023,2,30,10,1,17.5,98,6.99,3.18,33.2,2.2,13.1,14.31,0,98,7,16.2,5.56,3530.168186,3,71.47,64.53,9421.845899
2023,2,29,10,2,10.8,104,6.86,3.46,41.9,1.98,22.3,13.59,0,102,3,13.6,4.7,3076.721504,3,69.55,61.77,8000.498757
2023,2,31,11,1,26.6,96,6.64,2.93,45.4,2.27,13.4,15.32,0,100,7,16.5,4.81,3043.043344,3,70.79,57.98,10052.01768
2023,2,46,16,3,19,98,5.89,2.31,38.6,2.55,11.5,13.94,0,97,7,14.6,4.22,2730.529722,3,72.57,65.28,9347.223583
2023,2,28,10,3,23.7,98,5.99,2.3,43.2,2.6,15.4,13.81,0,103,7,13.7,5.71,3733.563056,3,70.13,63.3,8851.984161
2023,2,40,14,3,23.4,98,5.89,2.27,40.8,2.59,12.1,14.5,0,82,7,17.8,3,1868.39914,3,69.9,61.98,9656.805046
2023,2,47,16,2,5.9,102,6.78,3.29,30.1,2.06,15.9,12.39,0,100,7,14.4,5.86,3800.563273,3,71.18,66.73,7894.850105
2023,2,32,11,2,25.8,103,6.6,3.01,45.1,2.19,24.4,15.51,0,102,7,36,2.78,1348.035584,3,66.45,52.63,8884.033343
2023,2,38,13,2,30.2,98,6.42,2.94,46.8,2.18,15.4,16.65,0,106,9,26.7,1.8,999.6617299,3,66.49,51.22,10672.37772
2023,2,50,17,2,29.4,97,6.46,2.99,46.3,2.16,13,14.19,0,94,7,13,3.27,2155.477986,3,71.2,58.42,9353.587959
2023,2,41,14,2,17.3,98,5.86,2.27,38.6,2.58,15.2,14.64,0,95,7,23.8,5.11,2950.206789,3,70.89,65.82,9406.184986
2023,2,37,13,1,22.5,95,6.55,3.18,46.3,2.06,12.4,13.98,0,93,7,15.6,6.18,3951.914211,3,70.35,54.86,9278.715614
2023,2,45,15,3,30.9,96,6.47,2.88,44.4,2.25,12,14.03,0,97,7,13.6,4.7,3076.721504,3,70.06,58.32,9354.42139
2023,2,43,15,1,21.3,98,7.08,3.15,41.4,2.25,14.1,15.54,0,93,7,20.4,4.84,2919.00619,3,70.08,58.11,10113.94913
2023,2,33,11,3,22.8,101,6.16,2.43,43.9,2.53,15.5,15.86,0,95,7,17.4,3.74,2340.60558,3,67.83,60.62,10153.98409
2023,2,48,16,1,27.5,98,6.61,2.95,44.9,2.24,14.6,14.58,0,95,7,18,3.99,2478.924699,3,71.37,62.85,9433.915485
2023,2,26,9,2,44.9,95,6.77,3.06,47.8,2.21,14.5,16.63,0,90,7,16.2,6.56,4165.090522,3,70.05,49.64,10772.9576
2023,2,34,12,3,18.6,97,6.55,2.91,43.5,2.25,15.4,17.12,0,88,7,20.9,7.7,4614.703424,3,70.11,62.85,10973.64003
2023,2,39,13,3,18.9,96,5.65,2.24,41,2.52,16.9,15.68,0,97,7,18.4,4.42,2732.681487,3,70.63,66.21,9872.421035
2023,2,35,12,2,22.4,102,6.48,2.91,43.2,2.23,19.6,15.55,0,97,1,18.1,1.04,645.3477907,3,69.92,61.71,9472.465423
2023,1,10,2,1,17.3,79,7.01,3.09,40.1,2.27,22.3,11.74,0,106,7,14.7,7.06,4562.788295,5,69.92,62.31,6911.394806
2023,1,16,4,5,6.6,78,7.04,3.4,34.1,2.07,22.3,12.68,0,101,7,22.6,3.15,1847.260318,5,69.65,59.16,7464.777354
2023,1,21,5,1,26.9,78,7.28,3.47,41.6,2.1,24.2,12.15,0,100,7,21.4,5.82,3465.948595,3,67.59,50.47,6977.857082
2023,1,7,2,4,25.1,74,6.71,2.98,41.6,2.25,20.7,12.84,0,103,7,16.4,6.51,4123.479621,3,69.94,63.74,7714.624597
2023,1,8,2,3,25.1,73,6.79,3.02,41.4,2.25,17.9,11.66,0,100,7,13.6,6.34,4150.300923,3,69.62,62.7,7253.010298
2023,1,22,5,2,9.3,69,7.18,3.31,33.9,2.17,15.1,11.21,0,99,5,14.4,6.6,4280.497885,3,70.22,62.25,7210.906916
2023,1,25,5,5,7,74,6.94,3.54,39.9,1.96,20.2,11.02,0,100,7,12.7,6.89,4557.325538,3,66.97,57.67,6662.865898
2023,1,5,1,5,19.7,73,6.64,2.95,41,2.25,16.7,11.75,0,94,7,18,8.92,5541.85672,3,70.76,62.44,7415.82469
2023,1,19,4,2,8.9,74,5.95,2.3,33.9,2.59,16.7,12.61,0,92,7,15.9,8.02,5110.306525,3,73.07,63.65,7958.599944
2023,1,11,3,1,14.6,74,6.12,2.33,38.4,2.63,18.7,15.02,0,104,7,14.7,7.16,4627.417024,1,71.02,62.91,9252.030692
2023,1,18,4,3,13.2,74,6.26,2.39,36.1,2.62,18.4,13.01,0,78,7,14.3,7.16,4649.116518,5,70.55,62.35,8043.481029
2023,1,15,3,5,4.3,74,6.77,3.22,33.8,2.1,18.4,11.06,0,95,7,17.1,6.39,4013.580475,3,70.97,66.2,6837.886256
2023,1,3,1,3,34.8,79,6.8,3.11,41.4,2.19,25.3,14.74,0,97,7,26.2,2.44,1364.340511,3,67.67,52.42,8342.470352
2023,1,20,4,1,8.9,75,6.77,3.22,43.9,2.1,21.2,16.19,0,104,7,20,2.89,1751.718902,3,67.19,52.76,9666.063699
2023,1,24,5,4,22.8,72,6.68,3.12,42.3,2.14,16.7,13.18,0,93,7,15.7,7.33,4681.749102,3,69.67,61.26,8318.346334
2023,1,23,5,3,8.5,77,5.91,2.28,35.1,2.59,20.1,12.38,0,100,7,17.3,8.02,5025.236024,3,69.67,57.56,7494.523238
2023,1,4,1,4,19.8,71,6.67,3.34,42.3,2,14,12.25,0,83,7,15.9,6.86,4371.159945,3,70.2,57.22,7981.989028
2023,1,14,3,4,21.7,70,6.77,3.13,41.2,2.16,16.8,13.04,0,94,7,14.5,6.77,4385.623749,3,69.36,61.05,8220.107634
2023,1,17,4,4,18,76,7.25,3.14,37.3,2.31,19.7,14.95,0,102,7,19.8,3.29,1999.156774,3,68.65,57.97,9095.64129
2023,1,6,2,5,22,78,6.42,2.55,39,2.52,20,13.3,0,91,7,17.7,5.08,3167.671477,1,66.52,58.61,8061.543736
2023,1,12,3,2,19.1,74,6.64,2.9,42.5,2.29,20.6,13.66,0,96,7,16.9,6.26,3941.41299,3,69.49,62.02,8217.652803
2023,1,9,2,2,34.6,72,7.07,3.18,43,2.22,17.2,13.79,0,90,7,19.1,6.93,4247.744075,3,71.33,59.32,8651.097159
2023,1,2,1,2,15.5,74,6.98,3.44,41.2,2.03,23.3,13.62,0,85,7,26.3,2.82,1574.683159,3,71.24,64.05,7914.966081
2023,1,13,3,3,12.1,70,5.86,2.33,34.5,2.51,23.9,11.54,0,88,5,14.7,7.61,4918.246307,3,70,57.32,6653.758778
2023,1,1,1,1,35.1,78,6.66,3.08,41.6,2.16,20.9,13.38,0,87,5,18.9,4.84,2974.012588,5,68.94,57.81,8018.79634
2023,2,42,9,2,11.7,80,7.01,3.05,38.2,2.3,23.3,11.05,0,101,5,15.7,7.81,4988.330216,3,69.32,61.42,6421.466608
2023,2,37,8,4,9.4,78,7.04,3.38,35.7,2.08,23.1,12.67,0,101,5,18.8,4.64,2854.635066,5,67.99,57.83,7382.093494
2023,2,43,9,3,27.5,79,7.31,3.46,40.8,2.11,24,11.39,0,100,5,20.1,4.62,2796.825312,5,67.33,49.42,6558.641654
2023,2,50,10,1,24.1,74,6.78,2.97,42.5,2.28,19.8,13.7,0,95,7,17.7,5.41,3373.445411,5,70.28,64.59,8324.75617
2023,2,46,10,5,25.4,72,6.82,2.99,43,2.28,17.5,12.74,0,98,7,13.5,6.64,4351.71829,3,70.38,64.34,7963.426263
2023,2,34,7,4,10.7,70,7.07,3.3,34.1,2.14,17.2,13.42,0,95,7,15.8,6.04,3853.236067,3,70.69,64.56,8418.979251
2023,2,38,8,3,11.7,73,6.84,3.45,40.8,1.98,18.8,11.18,0,107,5,13,7.43,4897.615119,5,66.16,57.34,6878.193974
2023,2,48,10,3,19.3,73,6.65,2.98,42.8,2.23,16.9,11.27,0,98,7,14.8,5.92,3821.53541,5,70.3,61.83,7095.802619
2023,2,45,9,5,8.3,74,5.96,2.31,35.5,2.58,16.1,12.8,0,97,7,14.4,7.31,4740.975687,3,72.16,63.32,8136.703994
2023,2,27,6,4,15.1,76,6.11,2.31,38,2.65,18.7,15.37,0,99,7,15.6,7.13,4559.409114,1,70.86,61.78,9467.623951
2023,2,33,7,3,12.2,74,6.23,2.39,37.3,2.61,17.7,13.6,0,92,5,15.3,6.7,4299.666781,3,70.98,63.36,8480.380332
2023,2,40,8,1,4.4,74,6.79,3.26,33.4,2.08,18.7,10.98,0,102,7,16.5,6.93,4384.259954,3,70.16,65.32,6763.468509
2023,2,44,9,4,31.6,79,6.76,3.03,42.8,2.23,27.4,13.74,0,104,5,22.3,1.19,700.558758,3,66.39,52,7557.879092
2023,2,29,6,2,35.6,74,6.79,3.26,43.7,2.08,21.8,17.14,0,100,7,21.3,3.67,2188.353022,3,67.59,53.54,10155.33273
2023,2,36,8,5,19,72,6.72,3.14,44.2,2.14,16.5,13.07,0,91,7,15.1,6.12,3936.730627,3,69.23,60.75,8268.726926
2023,2,49,10,2,9.4,76,5.86,2.26,35.5,2.59,21.6,13.05,0,99,7,17.2,6.95,4360.052593,3,70.29,65.28,7751.81074
2023,2,35,7,5,19,71,6.71,3.36,43.7,2,14.2,12.91,0,89,7,14.2,7.77,5051.087516,5,69.57,57.12,8392.476168
2023,2,31,7,1,21.4,73,6.81,3.14,41,2.17,17.9,13.99,0,96,7,15.5,5.89,3770.931039,3,70.08,62.93,8702.368274
2023,2,39,8,2,20.6,75,7.28,3.15,37.8,2.31,19.4,14.49,0,101,7,20.2,4.51,2726.817169,3,68.5,58.2,8848.711053
2023,2,41,9,1,18.4,78,6.5,2.53,38.6,2.57,20.9,14.86,0,92,7,17.6,4.46,2784.445084,1,67.63,60.17,8905.778297
2023,2,26,6,5,23.4,73,6.65,2.92,41.6,2.28,19.9,13.49,0,104,7,16.3,5.7,3614.738629,3,69.01,61.75,8186.929533
2023,2,32,7,2,33.1,72,7.11,3.22,43.9,2.21,17.3,14.13,0,91,7,18.2,5.89,3650.439751,3,71.23,59.42,8853.688905
2023,2,28,6,3,14.5,74,6.97,3.45,41.6,2.02,17.9,13.47,0,91,7,24.3,4.97,2850.551258,5,71.06,64.86,8378.906408
2023,2,47,10,4,12.4,70,5.82,2.32,34.3,2.51,24.2,11.19,0,89,7,14.7,5.83,3767.854923,5,69.23,64.87,6426.520226
2023,2,30,6,1,36.6,79,6.8,3.19,43,2.13,22.4,12.87,0,101,5,23.6,4.1,2373.306353,7,68.07,57.14,7566.880139
2023,1,19,5,3,15.2,96,6.83,3.02,38,2.26,12.8,14.89,,99,5,18.2,6.45,3997.510424,5,73.26,63.91,9837.568496
2023,1,15,4,2,25,101,6.95,3.22,36.3,2.16,17.8,15.99,,103,5,27,2.06,1139.37495,5,69.11,57.82,9958.567418
2023,1,20,5,4,24,101,7.29,3.47,38,2.1,19.3,14.37,0,105,7,26.2,3.67,2052.102326,5,69.73,56.52,8786.317432
2023,1,17,5,1,29.9,98,6.71,2.94,39.9,2.28,14.7,15.83,,99,5,19.1,4.11,2519.224841,5,73.02,65.96,10230.72786
2023,1,8,2,1,26.8,96,6.77,2.97,40.5,2.28,14.2,15.68,,104,5,17,6.15,3867.495301,5,72.75,63.77,10193.18562
2023,1,21,6,4,11.4,97,7.18,3.31,27,2.17,15,14.4,0,99,7,16,6.36,4047.743539,5,72.66,66.31,9273.805952
2023,1,7,2,2,15.1,97,6.89,3.41,36.7,2.02,15.2,15.45,,103,7,16,6.49,4130.480435,5,71.2,62.78,9926.609156
2023,1,5,2,4,23.9,93,6.71,2.89,42.1,2.32,10.5,12.32,0,100,9,19.9,3.74,2269.764007,3,69.38,49.77,8354.305062
2023,1,3,1,3,17.9,98,5.94,2.27,31.2,2.62,15.2,14.8,,91,7,17.4,4.94,3091.602023,3,72.96,68.23,9508.984822
2023,1,2,1,2,16.2,99,6.73,3.32,36.7,2.03,17.1,15.8,,92,7,17.3,6.77,4242.000983,3,69.41,62.12,9924.033098
2023,1,14,4,3,18.8,99,6.18,2.4,39.4,2.57,13.8,15.76,,88,7,19.2,5.28,3232.375973,3,69.77,60.72,10292.9548
2023,1,10,3,2,7.9,98,6.89,3.23,26.4,2.13,14.3,12.08,,99,5,17.3,6.45,4041.492812,3,71.84,67,7843.760829
2023,1,22,6,3,19.5,102,6.89,3.09,40.3,2.23,18.6,17.94,,108,7,30.3,1.28,675.9574116,3,70.24,59.23,11064.28694
2023,1,25,7,1,31.8,98,6.76,3.2,43,2.11,17,17.6,,104,5,27.8,2.64,1444.167978,5,67.24,52.42,11067.95403
2023,1,11,3,3,28.7,93,6.63,2.96,43.7,2.24,10.7,15.65,,97,9,19.8,4.34,2637.185531,3,70.36,55.97,10588.69374
2023,1,23,6,2,30,101,6.49,2.87,40.8,2.26,16.8,15.4,,106,5,20.9,4.19,2511.117837,5,68.57,57.91,9707.795826
2023,1,6,2,3,22,93,6.61,3.12,39.4,2.12,10,15.21,,90,7,16.7,8.28,5225.789654,3,71.72,59.6,10371.66092
2023,1,9,3,1,34.8,95,6.76,3.05,41.9,2.22,13.1,16.33,,100,5,20.5,4.91,2957.503092,3,70.68,56.84,10751.83393
2023,1,12,3,4,15.9,98,7.21,3.08,34.9,2.34,12.3,14.57,0,100,7,23.8,3.72,2147.704355,3,70.64,60.53,9681.345779
2023,1,13,4,4,19.6,101,6.41,2.5,39.4,2.56,17.6,18,0,97,7,21.4,4.92,2929.977163,3,68.53,62.84,11237.67074
2023,1,1,1,1,25.4,97,6.67,2.9,41,2.3,15.7,13.29,,86,5,19.3,5.37,3283.404635,5,70.47,63.36,8488.464606
2023,1,18,5,2,27.3,94,6.29,2.62,39.7,2.4,13.6,15.72,,92,5,19.9,5.1,3095.132737,3,70.79,58.13,10290.6515
2023,1,24,6,1,17.8,98,6.94,3.35,38.2,2.07,14.6,15.49,,96,5,26.7,6.65,3693.194724,5,73.76,67.13,10022.7264
2023,1,4,1,4,17.4,96,5.68,2.23,34.7,2.55,20.8,10.93,0,100,5,20,7.11,4309.592178,5,72.19,68.45,6558.76288
2023,1,16,4,1,35.8,98,6.67,3.13,39.9,2.13,15.7,16.5,,98,5,28.4,2.17,1177.197531,5,70.68,61.3,10538.72581
2023,2,42,11,2,14.3,95,6.8,3.01,36.5,2.26,12.7,16.37,,100,7,16,7.74,4926.027515,3,73.59,64.16,10827.78216
2023,2,27,7,3,9.9,99,7.1,3.29,30.1,2.16,15.6,15.52,,105,7,26.7,3.13,1738.300675,3,71.39,63.94,9924.54831
2023,2,45,12,4,25.7,100,7.29,3.42,41,2.13,18.3,14.01,0,104,7,21,5.45,3262.121857,3,68.56,54.36,8672.349631
2023,2,46,12,3,27.9,96,6.59,2.88,42.1,2.29,13.3,15.75,0,94,7,18.2,6.6,4090.475782,3,71.75,61.84,10346.08977
2023,2,40,10,1,27.5,94,6.71,2.98,42.1,2.25,14,16.28,,103,5,17,6.09,3829.763639,3,72.01,62.94,10607.90052
2023,2,28,7,4,11.2,93,6.94,3.07,28.7,2.26,12.9,14.91,0,97,7,17.3,6.88,4310.925666,3,73.42,66.87,9839.485386
2023,2,33,9,1,14.7,98,6.94,3.49,39.4,1.99,15.4,15.36,,102,5,16.4,6.09,3857.448678,5,71.01,62.64,9845.508813
2023,2,32,8,1,23.1,95,6.63,2.93,43,2.26,13.5,13.46,,97,5,22,3.23,1908.858392,5,70.53,55.37,8821.404847
2023,2,38,10,3,18.5,99,5.89,2.27,34.1,2.6,20.5,15.97,,94,9,18.9,4.86,2986.301896,1,72.3,66.38,9619.414333
2023,2,44,11,4,19.1,100,5.99,2.25,39.2,2.66,18.2,17.43,0,106,7,20,5.74,3479.19256,5,70.92,65.42,10802.57468
2023,2,43,11,3,19,99,6.09,2.3,36.1,2.65,14.2,15.71,0,84,7,20.2,3.11,1880.355077,5,71.72,64.49,10212.68789
2023,2,41,11,1,11,98,6.86,3.24,27.7,2.12,13.8,13.89,,99,7,18.4,6.99,4321.593574,3,72.33,67.49,9071.646075
2023,2,35,9,3,17.1,102,6.94,3.11,39.7,2.23,20.6,16.88,,109,7,31,1.91,998.525234,3,69.2,57.26,10154.7569
2023,2,26,7,2,25.5,98,7.1,3.14,39,2.26,15.4,16.96,,110,5,31,4.25,2221.849343,3,69.18,56.19,10871.08265
2023,2,48,12,1,25.9,93,6.53,2.94,44.2,2.22,13.3,16.95,,95,7,20.1,4.3,2603.10581,5,70.16,59.34,11134.36327
2023,2,36,9,4,14.4,101,5.84,2.25,36.5,2.59,16.7,13.02,0,104,7,20.2,5.09,3077.494321,3,70.83,65.6,8217.364891
2023,2,39,10,2,20.3,94,6.73,3.17,41,2.12,11.4,15.01,,93,5,16.4,7.64,4839.22954,3,71.26,58.86,10076.06593
2023,2,47,12,2,,95,,,,,14.1,15.12,,97,7,17.6,6.5,4058.047768,3,69.86,58.56,9840.599151
2023,2,31,8,2,22.8,98,7.21,3.12,35.5,2.31,13.8,17.29,,100,5,25.4,3.63,2051.738647,3,72.03,62.91,11292.20739
2023,2,49,13,1,17,101,6.41,2.55,40.5,2.51,16.9,17.83,,99,5,20.8,5.52,3312.385279,5,69.18,64.39,11226.10121
2023,2,34,9,2,24.3,98,6.63,2.93,41,2.26,15.5,15.12,,97,5,19.6,4.43,2698.586612,5,71.18,63.52,9680.21686
2023,2,37,10,4,45.5,92,6.75,2.93,44.6,2.3,11.8,16.69,0,91,7,18.4,6.55,4049.561933,3,69.96,47.88,11153.25183
2023,2,30,8,3,15.2,95,7,3.32,34.3,2.11,13.1,16.16,,92,7,26.5,6.81,3792.372927,3,71.95,64.54,10639.90424
2023,2,50,13,2,13.6,96,5.64,2.22,37.1,2.54,18.7,16.53,,102,7,19.1,5.67,3475.42697,3,70.88,66.34,10182.16161
2023,2,29,8,4,31.4,96,6.42,2.78,38.8,2.31,17.4,21.25,0,93,7,30.5,4.5,2369.5938,3,70.54,61.32,13298.89534
2023,1,25,5,5,32.5,104,6.41,3.07,47.6,2.09,14.5,15.16,0,84,7,15.3,5.81,3728.517015,3,70.27,48.28,9820.687745
2023,1,17,4,4,40.5,101,6.48,2.95,46.8,2.2,16.2,11.78,0,95,7,18.6,5.58,3441.400285,3,68.22,47.43,7479.385114
2023,1,12,3,2,42.4,103,6.64,3.09,47.1,2.15,16,12.93,0,94,7,14.4,3.69,2393.187454,3,70.62,54.05,8229.138988
2023,1,4,1,4,26.1,106,5.73,2.26,45.4,2.53,21,12.24,0,81,7,15.8,3.34,2130.76299,5,68.06,63.23,7326.306702
2023,1,16,4,5,30.3,95,6.66,3.04,43.2,2.19,13.9,14.64,0,85,7,15.2,4.84,3109.695036,3,70.91,60.61,9550.383577
2023,1,10,2,1,28.7,102,6.84,3.18,43,2.15,16.3,13.29,0,88,7,14.5,4.91,3180.710872,3,70.66,60.53,8428.048487
2023,1,20,4,1,24.4,99,6.34,2.82,48.8,2.25,14.7,12.51,0,88,7,14.5,4.88,3161.276794,3,69.67,52.97,8085.054047
2023,1,1,1,1,22.4,100,6.83,3.54,42.1,1.93,17.4,11.25,0,85,7,12.4,3.7,2455.740184,1,71.23,55.97,7040.591651
2023,1,14,3,4,27.7,100,6.55,3.18,43.2,2.06,15.7,13.46,0,99,7,14,4.37,2847.452413,3,71.84,58.88,8597.045417
2023,1,24,5,4,21,99,6.42,3.01,44.4,2.13,15.9,13.9,0,90,7,14.9,4.27,2753.176295,3,71.39,63.31,8857.015049
2023,1,13,3,3,25.6,100,6.69,3.4,45.8,1.97,16,12.44,0,92,5,12.9,3.52,2322.936858,3,70.43,51.32,7917.284533
2023,1,15,3,5,27.6,99,6.66,3.04,44.9,2.19,14.4,13.3,0,95,7,14.2,4.84,3146.365968,3,69.51,58.4,8625.851798
2023,1,19,4,2,24.3,99,6.76,3.43,45.1,1.97,14.5,13.69,0,86,7,14.1,6.33,4119.774645,3,68.91,46.55,8868.417891
2023,1,21,5,1,27.2,103,6.59,3.21,43.5,2.05,17.6,13.06,0,90,7,14.1,5.6,3644.666352,3,70.93,61.49,8153.554439
2023,1,11,3,1,19.2,107,6.5,3.05,43.5,2.13,16.1,13.25,0,97,7,16.5,4.55,2878.554515,3,69.63,57.42,8422.759994
2023,1,5,1,5,26.8,92,6.6,2.97,42.1,2.22,14.7,13.13,0,87,7,14,4.3,2801.841047,1,71.12,60.1,8485.752169
2023,1,7,2,4,13.2,102,6.64,3.07,45.6,2.16,16.7,12.3,0,89,7,14.1,4.46,2902.716416,1,72.53,63.98,7762.948399
2023,1,6,2,5,24.2,103,6.1,2.72,50.9,2.24,17.7,15.36,0,98,7,19.6,1.7,1035.574998,5,67.15,56.57,9577.841316
2023,1,2,1,2,12.6,101,6.66,3.03,43.2,2.2,18.2,11.74,0,86,9,12.6,4.43,2933.538183,1,72.68,65.39,7276.08874
2023,1,9,2,2,32,104,5.62,2.23,44.9,2.52,21.2,12.94,0,87,7,14.9,3.15,2031.031693,3,67.53,60.66,7725.686489
2023,1,22,5,2,27.8,99,6.51,3.11,43.2,2.09,15.3,13.66,0,92,7,13.1,4.92,3239.376787,1,72.13,57.41,8766.186303
2023,1,3,1,3,26.4,103,6.18,3.01,48.1,2.05,14.9,13,0,91,7,13.3,3.22,2115.200574,5,69.35,54.4,8382.03556
2023,1,23,5,3,27.8,103,5.55,2.14,43.7,2.59,19.9,15.04,0,85,7,18.7,3,1847.942216,5,68.63,60.91,9127.607129
2023,1,29,6,2,25.4,100,5.77,2.21,45.8,2.61,17.9,15.67,0,90,7,15.9,5.55,3536.434066,3,69.1,60.34,9747.398917
2023,1,8,2,3,32.8,104,6.37,3.03,51.7,2.1,16.7,11.74,0,91,7,13.4,4.2,2755.775083,5,68.22,50.15,7409.51335
2023,1,18,4,3,43.8,101,5.79,2.63,49.6,2.2,14.7,14.65,0,98,7,18.7,3.81,2346.886614,1,67.85,41.48,9468.108856
2023,2,46,10,5,26.8,104,6.4,3.03,47.6,2.11,14.6,14.39,0,89,7,16.5,5.56,3517.530352,3,69.31,47.93,9310.976943
2023,2,41,9,1,39.6,101,6.34,2.81,45.8,2.26,17.3,11.52,0,90,7,14.9,5.73,3694.543366,3,69.28,49.3,7218.294139
2023,2,35,7,5,44.1,101,6.5,3,47.8,2.17,15,12.79,0,95,7,16.2,3.29,2088.894484,3,71.37,55.14,8236.942926
2023,2,45,9,5,26,107,5.78,2.28,43.9,2.54,20,12.54,0,87,7,17.8,4.09,2547.250828,5,68.56,63.69,7600.884094
2023,2,42,9,2,29.7,94,6.52,3.05,43,2.14,15.3,14.5,0,88,7,14.4,5.27,3417.912705,3,70.48,61.08,9305.249004
2023,2,37,8,4,28.4,100,6.8,3.09,42.8,2.2,15.1,14,0,85,7,15.4,4.63,2967.754284,3,70.92,60.28,9005.592937
2023,2,47,10,4,25.2,99,6.42,2.83,48.1,2.27,14.6,13.49,0,87,7,18.9,4.07,2500.874222,3,70.08,54.52,8728.636481
2023,2,49,10,2,25.6,99,6.68,3.39,42.3,1.97,16.3,13.38,0,90,7,14,4.34,2827.904684,3,71.39,55.5,8485.123308
2023,2,36,8,5,27.7,100,6.6,3.17,42.8,2.08,16.6,13.71,0,102,7,13.6,4.47,2926.158537,1,71.93,60.65,8663.234934
2023,2,50,10,1,25.1,100,6.53,3.09,43.5,2.11,15.8,14.18,0,90,7,14.3,5.08,3298.535183,3,72.02,62.13,9046.173415
2023,2,30,6,1,22.6,100,6.72,3.38,44.9,1.99,17.1,12.29,0,100,7,13,4.22,2781.687187,3,70.61,53.15,7719.390303
2023,2,39,8,2,23.9,100,6.74,3.08,42.5,2.19,15.7,14.46,0,101,7,13.9,5.69,3711.863562,3,69.77,58.72,9235.756072
2023,2,33,7,3,23.8,99,6.63,3.32,45.4,2,13.8,13.06,0,90,7,14.1,4.53,2948.274746,3,69.24,48.74,8529.567871
2023,2,32,7,2,21.8,103,6.67,3.25,42.3,2.05,18.3,14.17,0,92,7,13.6,5.27,3449.855814,3,70.79,62.9,8771.391454
