studyYear,replicate,plotNumber,rowNumber,colNumber,Chalky seeds|LSU_01:0000107,Days to heading|LSU_01:0000130,Grain length average|LSU_01:0000102,Grain length-width ratio average|LSU_01:0000105,Grain whiteness average|LSU_01:0000106,Grain width average|LSU_01:0000103,Harvest moisture|LSU_01:0000136,Harvest weight|LSU_01:0000137,Lodging|LSU_01:0000135,Plant height|LSU_01:0000132,Plot stand near flood|LSU_01:0000133,Ratoon moisture|LSU_01:0000139,Ratoon weight|LSU_01:0000140,Ratoon yield|LSU_01:0000141,Seedling vigor|LSU_01:0000131,Total milling percentage|LSU_01:0000101,Whole milling percentage|LSU_01:0000100,Yield
2023,2,48,10,3,19.3,106,6.55,3.02,44.4,2.17,16,14.1,0,99,7,15.1,3.13,2013.393278,3,68.73,55.42,8973.771054
2023,2,38,8,3,24,91,6.61,2.99,40.8,2.21,13.9,14.12,0,87,7,14.9,3.52,2269.597321,1,70.37,58.89,9211.162302
2023,2,34,7,4,15.3,101,6.7,3.07,43.7,2.18,15.4,12.66,0,92,7,14.8,5.36,3460.038817,1,72.89,65.54,8114.852967
2023,2,27,6,4,26.5,103,6.08,2.69,50.6,2.26,16.4,15.81,0,96,7,21.2,2.66,1588.124116,3,67.2,58.04,10014.16479
2023,2,40,8,1,30.9,104,5.56,2.19,43.5,2.54,21.9,13.33,0,84,7,16.1,4.16,2644.428798,3,67.5,61.51,7887.834137
2023,2,44,9,4,30.5,100,6.48,3.13,44.2,2.07,14.5,12.86,0,93,7,18.1,4.17,2587.59643,3,71.88,57.96,8330.741715
2023,2,52,11,2,29.2,104,6.19,3.02,47.6,2.05,16.8,14.09,0,88,7,15.1,4.97,3196.985493,3,69.54,56.61,8882.002804
2023,2,31,7,1,28.2,103,5.65,2.15,35.3,2.63,20.2,14.01,0,83,5,16,4.33,2755.775083,5,71.28,66.39,8470.667081
2023,2,28,6,3,25.9,100,5.73,2.19,46.6,2.62,17.6,15.08,0,85,7,16.6,2.88,1819.848039,3,68.48,60.38,9414.670822
2023,2,43,9,3,30.7,103,6.41,3,50.6,2.14,15.8,12.78,0,88,5,20.4,4.73,2852.66514,3,68.76,54.8,8153.039227
2023,2,26,6,5,43.9,98,5.79,2.61,49.3,2.22,13.3,15.11,0,102,7,18.7,5.76,3548.049054,1,68.21,41.87,9925.677229
2023,1,1,1,1,23.5,74,6.49,3.17,45.8,2.05,13.8,13.9,0,90,7,20.7,4.82,2895.988361,3,68.64,49.44,9078.177137
2023,1,7,2,4,39.2,78,6.63,2.97,44.6,2.23,17.9,13.14,0,100,7,19.4,7.84,4787.708396,5,69.19,55.6,8173.632531
2023,1,22,5,2,26.2,73,6.58,3.02,44.9,2.18,15.7,12.49,0,96,7,17.3,5.99,3753.262317,3,69.4,56.08,7977.496082
2023,1,9,2,2,12.2,77,5.78,2.29,42.3,2.52,21.3,11.15,0,90,7,18.2,6.71,4158.650379,5,67.01,61.11,6648.538474
2023,1,6,2,5,22.2,70,6.64,3.13,42.8,2.12,17,12.74,0,105,7,17.9,6.03,3750.913559,3,69.75,62.24,8011.689453
2023,1,18,4,3,21.2,74,6.92,3.17,41.9,2.18,17.3,14.74,0,101,7,18.6,5.17,3188.53754,3,69.19,60.36,9235.907605
2023,1,12,3,2,15.1,73,6.48,2.87,47.6,2.26,15.9,13.87,0,92,7,20.3,6.48,3913.000594,3,68.53,57.86,8837.899189
2023,1,4,1,4,16.3,74,6.97,3.61,39.9,1.93,17.8,12.35,0,102,7,17.4,5.85,3661.107659,3,70.77,60.32,7691.576461
2023,1,13,3,3,17.6,71,6.77,3.3,42.5,2.05,19.3,13.46,0,104,7,17.3,6.39,4003.89753,3,70.02,61.74,8229.911805
2023,1,15,3,5,13.7,73,6.56,3.15,43.7,2.08,18.4,12.73,0,100,7,18.4,7.43,4593.625215,3,69.67,63.26,7870.369985
2023,1,14,3,4,14.4,73,6.8,3.54,42.8,1.92,18.1,12.89,0,104,7,18.6,5.62,3466.069821,3,69.47,57.27,7998.589444
2023,1,23,5,3,19.7,77,6.82,3.13,43,2.18,20.5,13.86,0,111,7,20.9,7.49,4488.847876,3,67.28,61.36,8348.47105
2023,1,24,5,4,16.8,72,6.87,3.56,43.5,1.93,13.2,13.25,0,98,7,25.3,6.39,3616.579752,5,68.29,55.32,8713.892341
2023,1,25,5,5,15.4,76,6.77,3.29,41.6,2.06,20.6,14.07,0,103,7,22.5,6.79,3987.016779,3,69.8,63.57,8464.302704
2023,1,3,1,3,21.2,78,6.61,3.06,42.3,2.16,17.1,15.08,0,92,7,22.8,4.24,2480.046041,3,68.61,61.74,9471.798679
2023,1,2,1,2,26.5,69,6.73,3.12,40.3,2.16,16.8,14.95,0,96,7,19.3,7.33,4481.816756,3,70.75,61.82,9424.126467
2023,1,17,4,4,9,77,6.76,3.19,43,2.12,20.3,11.8,0,94,7,24.3,5.64,3234.830804,3,71.38,64.9,7125.525773
2023,1,10,2,1,20.4,68,6.05,2.75,49.1,2.2,12.8,14,0,94,7,17.7,2.61,1627.484755,5,66.86,58.81,9249.560708
2023,1,5,1,5,23.5,77,5.63,2.24,41,2.51,23.9,10.48,0,86,7,18,5.8,3603.449437,3,67.64,62.43,6042.581629
2023,1,16,4,5,19.8,73,6.67,3.29,42.8,2.03,16.9,12.67,0,107,7,18.6,5.86,3614.087038,3,69.55,60.72,7977.268782
2023,1,8,2,3,15.5,76,6.37,3.12,45.4,2.04,17.2,14.07,0,100,7,18.4,6.35,3925.911186,5,68.82,62.07,8826.753954
2023,1,11,3,1,13.1,75,5.68,2.29,41.6,2.48,21.8,12.92,0,80,7,19.4,5.23,3193.841188,5,67.71,61.02,7655.011602
2023,1,21,5,1,10.4,73,5.89,2.34,43.2,2.52,20,12.83,0,97,7,20.5,6.49,3909.204698,3,66.3,58.27,7776.662116
2023,1,19,4,2,31.7,76,6.43,2.99,49.8,2.15,18.4,12.13,0,102,7,19,7.54,4627.356411,5,66.31,51.93,7499.417747
2023,1,20,4,1,33.1,71,5.86,2.63,45.8,2.23,15.5,17.1,0,111,7,23.7,5.6,3237.346248,3,67.61,50.44,10947.86431
2023,2,43,9,3,25.9,77,6.42,3.15,45.8,2.04,15.2,13.41,0,95,7,22.3,4.51,2655.058822,3,67.49,49.87,8615.911248
2023,2,47,10,4,35.3,78,6.57,2.93,45.4,2.24,18.7,13.88,0,97,7,20.5,6.02,3626.103587,3,67.39,54.39,8549.81265
2023,2,48,10,3,22.8,75,6.6,3.03,44.4,2.18,16.1,13.04,0,100,7,18.4,5.48,3388.030441,3,69.11,59.04,8289.267194
2023,2,44,9,4,15.6,79,5.82,2.33,42.1,2.5,21.9,10.36,0,85,7,19.4,5.26,3212.1615,5,66.43,60.46,6130.37972
2023,2,30,6,1,24.4,73,6.8,3.16,42.3,2.15,18,15.22,0,94,7,18.7,6.18,3806.760964,3,69.88,63.16,9455.94835
2023,2,36,8,5,17.7,77,6.82,3.09,42.5,2.21,16.9,14.45,0,106,7,17.7,5.01,3124.022461,3,68.57,60.63,9097.990048
2023,2,29,6,2,16.7,75,6.38,2.82,47.1,2.26,16,13.3,0,97,7,19.9,4.81,2919.134993,3,68.34,58.51,8464.620923
2023,2,41,9,1,16.3,74,6.93,3.59,41,1.93,19.3,12.49,0,99,7,17.1,6.62,4158.044248,3,70.13,61.14,7636.820092
2023,2,28,6,3,14.3,75,6.73,3.27,41.6,2.06,20.4,12.89,0,113,7,17.4,5.68,3554.716496,3,68.41,60,7773.964832
2023,2,40,8,1,14.9,77,6.55,3.1,43.5,2.11,19.5,13.88,0,104,7,18.4,8.33,5150.053572,5,69.2,62.82,8465.681653
2023,2,42,9,2,18.8,73,6.78,3.53,43.5,1.92,17.6,11.32,0,106,7,18.9,6.56,4030.893094,3,69.1,56.42,7067.246267
2023,2,33,7,3,20.2,76,6.8,3.12,43.7,2.18,20.8,12.85,0,105,7,20.1,5.41,3275.070333,3,66.22,58.43,7710.89689
2023,2,49,10,2,21.7,71,6.72,3.54,45.4,1.9,13.1,12.83,0,94,7,22.1,5.72,3376.059352,3,67.96,55.11,8447.399223
2023,2,38,8,3,15.5,77,6.75,3.29,41.9,2.05,21.1,13.99,0,99,7,22.2,7.44,4385.601019,3,68.45,63.66,8363.177306
2023,2,27,6,4,14.1,79,6.64,3.06,43,2.17,17.7,14.15,0,100,7,26.5,3.9,2171.843526,3,68.51,62.59,8823.33689
2023,2,26,6,5,17.3,70,6.91,3.18,40.5,2.17,18.3,14.26,0,101,7,19.6,7.34,4471.247344,3,70.67,64.01,8827.102479
2023,2,34,7,4,6.7,77,6.69,3.13,44.6,2.14,20.3,11.85,0,100,7,23.6,4.29,2483.288843,3,70.98,65.17,7155.718679
2023,2,37,8,4,19.6,72,6.04,2.77,48.1,2.18,14.4,15.13,0,98,7,24.4,1.81,1036.756954,5,67.53,60.09,9812.71712
2023,2,32,7,2,22,78,5.62,2.25,43,2.5,23.7,10.09,0,87,7,19.3,5.67,3466.835062,5,65.8,60.8,5833.004221
2023,2,45,9,5,18.4,75,6.59,3.25,43.7,2.03,15.9,12.87,0,95,7,17.7,5.64,3516.863608,3,69.28,59.75,8200.703862
2023,2,39,8,2,16,77,6.23,3.08,47.6,2.02,16.2,12.93,0,91,5,20.4,5.82,3510.044633,5,68.27,60.22,8209.5458
2023,2,46,10,5,10.9,75,5.65,2.28,41.4,2.48,23,12.53,0,81,7,20.1,5.66,3426.413694,3,67.76,63.35,7310.016929
2023,2,35,7,5,7.6,73,5.96,2.35,43,2.54,19.7,12.38,0,95,7,20.3,5.75,3472.184169,3,66.97,60.58,7532.042754
2023,2,31,7,1,39.1,80,6.54,3.04,50.1,2.15,21.3,14.03,0,93,7,19.5,5.93,3616.822205,5,66.29,51.81,8365.829129
2023,2,50,10,1,34,71,5.88,2.68,47.1,2.19,14.8,17.43,0,107,7,24.2,5.48,3147.214552,3,66.96,46.36,11251.58145
2023,1,7,2,2,25.2,98,6.67,3.13,43.2,2.13,13.4,16.3,0,91,7,16.8,5.88,3706.612952,3,69.73,55.12,10695.03187
2023,1,19,5,3,36.1,95,6.78,2.96,41,2.29,13.9,16.22,0,97,7,17.5,9.4,5875.683428,3,72.7,61.11,10581.09437
2023,1,25,7,1,36.1,95,6.79,3.06,41.2,2.22,15.9,17.5,0,98,5,15.9,6.85,4364.787992,3,72.61,61.81,11150.91823
2023,1,8,2,1,19.9,102,5.89,2.3,39,2.56,20.1,17,0,85,7,20,7.22,4376.2666,3,70.42,65.55,10291.34855
2023,1,11,3,3,26.8,92,6.74,3.01,37.1,2.24,14.9,17.08,0,89,7,18.7,6.56,4040.833645,1,71.75,63.39,11012.70518
2023,1,10,3,2,28.3,95,6.92,3.1,38.4,2.23,15,16.86,0,91,7,18.1,8.34,5175.19286,1,72.1,63.84,10858.08114
2023,1,14,4,3,23.4,94,6.71,2.93,42.8,2.29,13.3,16.68,0,94,7,16,7.19,4575.9868,1,72.73,62.73,10957.00173
2023,1,13,4,4,20.3,93,7.01,3.4,38.4,2.06,13.6,15.77,0,88,5,16.2,7.26,4609.536157,3,71.62,58.08,10323.38258
2023,1,22,6,3,27.7,94,6.88,3.26,37.8,2.11,15.7,17.36,0,103,7,15.5,6.79,4347.134423,3,73.37,63.47,11088.01697
2023,1,21,6,4,24.3,94,6.71,3.12,38.4,2.15,14.7,17.54,0,100,7,15.1,7.16,4605.717531,3,74.18,67.58,11335.87914
2023,1,20,5,4,21.8,93,6.92,3.39,39,2.04,14,16.96,0,101,7,15,7.11,4578.941689,3,72.23,59.52,11050.98236
2023,1,3,1,3,25.6,95,6.77,3.06,38,2.21,16,15.81,0,94,7,15.5,7.88,5044.980745,3,70.86,63.92,10062.07946
2023,1,15,4,2,28.8,94,6.79,3.38,40.5,2.01,12.4,14.75,0,88,7,16.6,9.17,5794.446706,1,70.76,55.58,9789.775058
2023,1,16,4,1,25.2,96,6.71,3.17,38.8,2.12,16.2,17.93,0,98,7,16.2,7.34,4660.329943,3,71.49,63.69,11384.15748
2023,1,4,1,4,28,101,6.78,3.26,38.2,2.08,15.3,15.96,0,93,5,19.1,7.38,4523.571612,3,71.02,59.99,10242.19132
2023,1,18,5,2,27.3,87,6.67,2.95,36.1,2.26,13.7,14.69,0,83,7,16.6,6.88,4347.414759,1,72.3,64.7,9605.261172
2023,1,24,6,1,17.3,95,6.77,3.09,38.6,2.19,14.7,15.66,0,93,7,14.8,8.65,5583.8313,3,73.3,67.02,10120.85902
2023,1,9,3,1,24.1,97,6.05,2.68,45.8,2.26,14.1,14.98,0,98,7,29,3.03,1629.962316,3,68.37,60.81,9749.482493
2023,1,2,1,2,26.9,102,5.78,2.29,38.6,2.52,21.8,16.54,0,85,7,18.3,8.5,5261.596849,3,70.39,64.15,9799.836834
2023,1,5,2,4,31.1,95,6.64,3.22,39,2.06,14.3,16.38,0,92,5,16.1,5.83,3706.014397,3,71.8,61.11,10635.82801
2023,1,17,5,1,29.7,98,6.38,3.04,42.3,2.1,15,16.15,0,84,7,15,8.08,5203.635562,5,71.81,63.85,10400.83098
2023,1,23,6,2,25.7,99,5.76,2.24,39.2,2.57,19.6,18.17,0,93,7,18.2,6.91,4282.60419,5,70.81,65.7,11068.46924
2023,1,6,2,3,26,96,5.94,2.28,40.3,2.6,18.8,19.21,0,92,7,19.3,6.91,4225.014158,3,70.61,65.71,11818.43526
2023,1,1,1,1,34.3,97,6.63,3.06,45.6,2.17,15.5,15.16,0,88,5,16.3,8.42,5339.666536,3,70.52,59.33,9705.8259
2023,1,12,3,4,44.6,95,5.98,2.69,43.9,2.22,13.9,17.18,0,102,7,21.9,7.75,4585.95008,3,70.62,57.02,11207.34903
2023,2,32,8,1,29,97,6.66,3.14,45.1,2.12,14.2,16.54,0,94,7,16.8,6.74,4248.736615,3,70.47,50.97,10752.25064
2023,2,28,7,4,39.2,95,6.83,3,40.3,2.28,16,15.73,0,101,7,19.8,8.37,5086.000667,3,71.83,59.7,10011.16445
2023,2,34,9,2,39.6,94,6.82,3.06,40.8,2.23,14.2,17.87,0,95,7,16.6,6.65,4202.079673,1,71.89,61.96,11616.85121
2023,2,44,11,4,20.4,102,5.92,2.31,39.2,2.56,20,17.01,0,98,5,17.2,7.6,4767.827295,3,69.68,64.63,10310.29015
2023,2,39,10,2,24.2,89,6.78,3.03,38,2.24,14.4,18.37,0,94,7,16.5,7.98,5048.541765,1,71.94,63.96,11914.05245
2023,2,46,12,3,25.4,95,6.92,3.09,38,2.24,14.7,15.99,0,91,7,17.6,7.96,4969.547728,3,72.49,64.79,10334.13383
2023,2,26,7,2,26,95,6.68,2.93,44.4,2.28,13.7,16.81,0,95,5,18.6,6.49,4002.632231,3,72.54,62.89,10991.45271
2023,2,27,7,3,24.5,93,7.03,3.52,38.4,2,14,16.72,0,96,7,15.7,6.61,4221.87743,3,71.78,58.43,10894.60054
2023,2,40,10,1,26.7,92,6.81,3.23,37.5,2.11,14.6,18.07,0,104,7,17,7.74,4867.38433,1,74.04,65.78,11692.10239
2023,2,43,11,3,22.5,95,6.59,3.02,38.4,2.18,14.6,16.74,0,95,9,16,7.57,4817.833112,1,72.96,66.3,10831.53259
2023,2,33,9,1,23.4,92,6.95,3.42,41,2.03,13.5,17.68,0,94,7,20.1,7.09,4292.097719,1,71.82,58.9,11587.10533
2023,2,42,11,2,24.7,94,6.84,3,38.2,2.28,15.6,17.06,0,98,7,16.5,9,5693.844096,1,71.22,64.73,10909.32952
2023,2,50,13,2,29.3,93,6.69,3.23,40.5,2.07,12.9,14.77,0,89,7,16.5,7.62,4820.788001,1,71.31,54.65,9747.095851
2023,2,29,8,4,19.8,98,6.77,3.21,37.3,2.11,16.8,17.49,0,97,7,15.9,7.85,5001.983319,3,71.26,63.92,11025.2824
2023,2,36,9,4,17.8,101,6.66,3,38,2.22,15.9,16.1,0,99,7,16.5,7.47,4725.890599,3,69.98,61.22,10258.84477
2023,2,49,13,1,22.4,87,6.68,2.96,35.3,2.26,12.6,15.38,0,88,7,16.1,6.87,4367.121597,1,72.6,64.98,10184.60886
2023,2,35,9,3,15.3,94,6.76,3.07,38.4,2.2,14,14.96,0,98,7,15.1,7.65,4920.913283,1,74.07,67.07,9747.800479
2023,2,31,8,2,26.5,98,6.13,2.71,46.3,2.26,15.9,16.4,0,101,7,28.1,4.45,2424.183483,3,68.86,60.13,10450.00337
2023,2,37,10,4,18.3,103,5.76,2.25,38.4,2.56,22.2,13.73,0,88,3,18.8,6.47,3980.493293,3,69.99,65.52,8093.32016
2023,2,48,12,1,33,93,6.66,3.14,38.6,2.12,13.9,18.23,0,92,7,15.2,8.18,5255.641611,3,72.97,63.07,11892.31507
2023,2,30,8,3,31.3,97,6.49,3.11,43.2,2.09,15.5,15.59,0,93,9,15.6,7.51,4802.407075,3,70.66,61.35,9981.123072
2023,2,41,11,1,23.3,98,5.87,2.35,40.1,2.5,19.2,17.77,0,92,7,17.5,8.79,5494.389078,3,69.94,64.29,10878.65929
2023,2,47,12,2,22.2,95,5.9,2.23,40.8,2.64,17.3,20.31,0,95,7,17.5,8.28,5175.601998,3,70.14,65.44,12726.00295
2023,2,45,12,4,32.3,98,6.63,3.04,46.1,2.18,16.4,16.29,0,98,7,16.5,9.11,5763.435524,3,70.75,58.66,10318.20016
2023,2,38,10,3,40.6,94,5.96,2.63,44.2,2.27,13.2,19.4,0,105,7,21,9.39,5620.426465,1,71.92,58.9,12758.45369
2023,1,5,2,4,16,102,6.89,3.28,42.8,2.1,15.6,14.63,0,92,7,15.8,5.62,3585.29581,3,71.43,63.14,9355.421506
2023,1,11,3,3,24,96,6.77,3.18,43.2,2.13,14.8,14.02,0,98,7,15.8,4.56,2909.06564,3,73.83,59.84,9050.325413
2023,1,14,4,3,21.1,100,7.24,3.31,44.2,2.19,13.9,13.94,0,93,5,14.8,4.32,2788.688002,3,72.03,60.51,9093.739553
2023,1,10,3,2,25.7,97,6.96,3.24,44.2,2.15,13.9,12.88,0,94,7,16,3.14,1998.414263,3,73.79,51.06,8402.250032
2023,1,4,1,4,18.5,99,7.08,3.32,48.1,2.13,14.7,13.97,0,96,5,15.8,3.25,2073.347221,3,73.02,58.25,9028.633496
2023,1,2,1,2,24.7,96,6.75,3.1,43.7,2.18,13.9,12.85,0,92,7,15.2,2.64,1696.197293,3,73.71,53.86,8382.679574
2023,1,8,2,1,30.1,96,6.8,3.15,46.3,2.16,12.2,11.08,0,95,7,15.5,2.33,1491.72654,3,72.49,42.49,7370.736113
2023,1,3,1,3,14,97,7.14,3.26,44.4,2.19,14,12.27,0,91,7,15,2.97,1912.722478,3,72.71,55.46,7995.020847
2023,1,12,3,4,27.7,96,6.68,3.14,45.1,2.13,13.3,12.82,0,97,7,15.3,2.59,1662.109994,5,72.41,48.22,8421.388622
2023,1,9,3,1,26.7,96,6.87,3.14,44.6,2.19,13.4,14.63,0,100,7,15.1,4.88,3139.092395,1,73.74,53.08,9599.283204
2023,1,1,1,1,7.1,100,7.02,3.41,43.9,2.06,14.2,11.96,0,96,7,15,3.7,2382.852918,3,72.49,65.13,7774.904335
2023,1,13,4,4,9.8,100,6.99,3.22,40.8,2.17,15.3,13.16,0,103,7,15.6,5.35,3421.155506,3,73.48,66.86,8445.315647
2023,1,7,2,2,23.8,97,6.87,3.37,48.3,2.04,13.7,13.49,0,99,7,14.6,3.88,2510.534436,1,72.09,58.65,8820.624453
2023,1,6,2,3,20.3,100,6.98,3.25,45.1,2.15,16.3,14.38,0,98,7,18.5,3.64,2247.685681,3,70.81,58.19,9119.28798
2023,2,15,4,2,15.1,101,6.92,3.26,43.5,2.12,15.8,14.42,0,93,7,15.6,5.84,3734.494983,3,72.82,63.91,9199.282133
2023,2,25,7,1,26.9,96,6.69,3.14,44.6,2.13,13.4,13.25,0,98,7,15.2,4.39,2820.570498,1,73.83,57,8693.814248
2023,2,26,7,2,21.2,101,7.2,3.27,44.4,2.2,15,13.43,0,91,7,15.6,3.36,2148.613552,3,72.12,59.44,8649.112079
2023,2,16,4,1,24.3,97,6.82,3.13,45.8,2.18,14.6,13.11,0,96,7,15.5,3.2,2048.723145,3,73.12,49.17,8482.759397
2023,2,19,5,3,20.7,98,7,3.21,48.8,2.18,13.4,14.13,0,91,7,15.2,3.49,2242.321421,3,72.27,53.89,9271.214742
2023,2,23,6,2,21.9,97,6.83,3.09,43.7,2.21,13.9,12.5,0,94,7,15.8,2.6,1658.677777,3,73.22,50.77,8154.357562
2023,2,17,5,1,29.4,96,6.87,3.17,45.4,2.17,12.4,12.81,0,92,7,15.7,3.31,2114.132268,3,72.89,46.64,8502.170745
2023,2,27,7,3,16.1,97,7.05,3.25,44.6,2.17,14.2,13.11,0,87,7,15.3,2.33,1495.257254,3,72.56,55.55,8522.491291
2023,2,20,5,4,27.8,95,6.7,3.06,46.6,2.19,12.8,12.09,0,93,7,16.2,2.18,1384.130692,3,71.85,45.45,7987.656354
2023,2,18,5,2,25.1,97,6.78,3.03,44.6,2.24,13.6,14.28,0,98,7,15.2,4.41,2833.420477,1,73.16,53.37,9347.9964
2023,2,22,6,3,11.3,101,6.98,3.44,44.9,2.03,14.5,13,0,95,7,15.5,3.65,2336.824837,3,73.58,64.03,8421.434082
2023,2,21,6,4,11,102,6.87,3.24,44.6,2.12,15.7,13.14,0,104,7,16,4.67,2972.163888,3,71.86,66.02,8392.658007
2023,2,24,6,1,24.8,97,6.75,3.34,47.8,2.02,12.7,14.42,0,93,7,15,3.92,2524.536065,1,72,57.02,9537.973042
2023,2,28,7,4,19.8,100,6.98,3.23,46.1,2.16,16.4,12.88,0,95,7,18.3,3.67,2271.771816,3,70.32,58.01,8158.282261
2023,1,12,3,4,13.9,79,7,3.29,37.3,2.13,20,16,0,99,7,23,2.07,1207.640466,5,72.27,66.48,9698.097728
2023,1,13,4,4,21.2,71,6.96,3.41,39.7,2.04,16.9,13.19,0,106,7,18.1,5.15,3195.712617,3,70.83,58.48,8304.6705
2023,1,1,1,1,17.6,78,7.42,3.48,39.2,2.13,19.2,14.61,0,101,7,20.3,2.28,1376.796505,3,71.12,60.85,8944.131243
2023,1,2,1,2,15.3,73,7.17,3.46,40.1,2.07,17.6,13.73,0,100,7,15.2,5.99,3848.568857,3,72.53,62.23,8571.845516
2023,1,3,1,3,14.5,74,7.2,3.5,43,2.06,17.1,14.18,0,97,7,17.7,2.7,1683.604919,3,70.93,54.72,8906.505654
2023,1,14,4,3,15.6,72,7,3.38,37.8,2.07,17,14.32,0,104,7,19.7,8.57,5214.023134,1,72.15,64.97,9005.289871
2023,1,8,2,1,21.7,70,7.12,3.44,41,2.07,17.5,14.46,0,105,7,17.9,6.07,3775.795241,,72.34,60.85,9038.551316
2023,1,10,3,2,12.9,73,7.45,3.53,39.4,2.11,18.1,15.03,0,104,7,16.2,5.67,3600.009643,3,71.81,60.58,9326.516629
2023,1,7,2,2,23,69,6.89,3.36,41.4,2.05,16.1,14.21,0,100,7,16.8,4.24,2672.795734,3,72.21,63.52,9033.012793
2023,1,11,3,3,20.7,73,7.03,3.25,39.4,2.16,17.3,14.26,0,100,7,18.3,6.8,4209.277479,1,71.82,62.19,8935.145349
2023,1,5,2,4,10.6,78,7.18,3.45,41.2,2.08,19.7,15.41,0,100,7,15.9,3.81,2427.714197,3,71.96,60.96,9375.507176
2023,1,9,3,1,10.2,78,7.12,3.27,36.1,2.18,20.6,13.25,0,110,7,17.8,7.78,4845.381771,3,72.38,66.01,7971.002902
2023,1,6,2,3,21.4,73,7.03,3.59,43.2,1.96,16.4,14.01,0,105,7,18.9,6.31,3877.276742,3,71.1,58.53,8874.03218
2023,1,4,1,4,13.5,75,7.17,3.45,39.9,2.08,20.8,14.32,0,94,7,17.9,3.22,2002.9754,5,70.51,57.79,8592.999492
2023,2,23,6,2,13.9,78,7.05,3.31,38,2.13,20.8,16.42,0,98,5,18.9,2.12,1302.666671,5,71.32,64.74,9853.146065
2023,2,24,6,1,21.6,71,6.91,3.37,38.2,2.05,17.4,15.01,0,110,7,18.4,4.87,3010.895666,1,71.09,60.05,9393.713839
2023,2,26,7,2,16.5,76,7.43,3.47,38.8,2.14,18.6,16.08,0,106,5,18,4.28,2659.097171,3,71.62,61.98,9917.15351
2023,2,19,5,3,16.4,72,7.21,3.45,39.7,2.09,16.6,14.33,0,102,7,15,7.54,4855.867839,3,72.04,63.28,9055.007776
2023,2,15,4,2,15.8,75,7.22,3.44,43.9,2.1,15.8,14.83,0,102,7,22.3,1.11,653.4623709,3,71.38,55.99,9460.842859
2023,2,25,7,1,13.4,73,6.99,3.3,37.5,2.12,17,13.83,0,102,7,15.4,6.18,3961.278937,1,72.42,64.5,8697.147969
2023,2,21,6,4,18,71,7.11,3.4,39.7,2.09,15.8,14.24,0,102,7,19.1,5.1,3126.045423,3,71.43,60.34,9084.450594
2023,2,27,7,3,12.9,72,7.36,3.47,40.3,2.12,17,13.24,0,102,7,15.3,8.34,5352.12253,3,70.28,58.49,8326.119965
2023,2,17,5,1,18.4,70,6.98,3.34,41.6,2.09,16.1,14.49,0,99,7,18.3,4.17,2581.277513,3,71.63,62.14,9211.003193
2023,2,28,7,4,16.1,73,7.05,3.31,39.9,2.13,16.8,14.18,0,106,7,16.4,4.49,2843.997465,1,71.24,60.11,8938.736676
2023,2,22,6,3,13.4,77,7.19,3.46,41.9,2.08,17.6,16.19,0,104,9,18,4.32,2683.948546,3,71.48,60.97,10107.66052
2023,2,20,5,4,8.8,78,7.05,3.25,37.3,2.17,19.3,13.64,0,107,7,20.1,7.07,4279.99025,3,72.02,65.2,8339.970061
2023,2,18,5,2,21.6,73,7.01,3.59,42.8,1.95,16.6,14.16,0,105,7,18.2,1.94,1202.351972,1,71.3,59.25,8947.58619
2023,2,16,4,1,14.8,75,7.22,3.42,40.3,2.11,19.6,15.21,0,104,7,19.6,1.99,1212.231909,3,69.52,58.29,9265.350423
2023,1,2,1,2,16.7,100,6.91,3.31,38.6,2.09,16.4,16.39,0,94,7,18.7,6.66,4102.431718,3,72.48,64.6,10381.54086
2023,1,7,3,1,32.5,93,6.58,3.13,42.5,2.1,15.2,18.41,0,102,7,17.1,5.82,3655.561559,1,71.52,56.81,11828.40612
2023,1,5,2,2,23.4,98,7.28,3.34,41,2.18,14.9,16.94,0,98,5,16.6,4.7,2969.890896,1,70.04,58.06,10922.43711
2023,1,1,1,1,26,92,6.73,3.13,43,2.15,14.6,15.66,0,95,7,19.1,5.29,3242.505939,3,70.14,47.12,10132.72404
2023,1,13,5,1,23.6,96,6.88,3.2,46.8,2.15,15.5,17.73,0,100,5,18.6,4.67,2880.168339,3,68.33,50.92,11351.20668
2023,1,14,5,2,23.7,93,6.61,3.07,42.8,2.15,14.2,16.93,0,92,7,17.4,4.96,3104.11863,1,71.07,54.18,11005.78013
2023,1,11,4,2,28.2,92,6.64,3.1,43.2,2.14,16.1,17.47,0,99,7,15.4,5.77,3698.475641,1,70.39,48.03,11105.32959
2023,1,4,2,3,17.9,93,6.88,3.2,42.5,2.15,15.3,17.2,0,91,7,16.2,5.76,3657.152653,3,70.73,51.33,11037.95054
2023,1,10,4,3,26.5,92,6.52,2.99,44.6,2.18,13,15.77,0,97,5,17.5,5.56,3475.40424,3,69.19,47.4,10395.07274
2023,1,6,2,1,26.6,93,6.58,3.02,43.2,2.18,13.8,14.37,0,98,7,16.2,4.94,3136.516338,1,70.74,50.13,9385.137084
2023,1,3,1,3,12.4,100,6.88,3.39,42.3,2.03,18,15.52,0,94,7,15.8,6.11,3897.892776,3,72.04,62.81,9642.333666
2023,1,8,3,2,12,100,6.96,3.25,35.1,2.14,17.2,16.62,0,103,7,15.7,7.01,4477.361692,3,73.16,66.86,10426.48548
2023,1,9,3,3,34.8,93,6.78,3.37,45.1,2.01,14.3,16.53,0,105,7,16.8,5.19,3271.653269,3,71.34,58.04,10733.2257
